id,section,section_title,claim,status,status_note,value,sop_class,n,denominator,floor,dropped,validator,validator_version,command,source_file,derived_from,external_source,pinned_by_test,supersedes,superseded_by,retired_reason,idc_index_version,date,verified_on,hardware,notes
F2-10,F2,"Table 1, writer census from census output",The equipment-attribute rule attributes objects to QIICR Reporting on a substring match against an unrelated 3D Slicer extension.,MEASURED,"Reported, not corrected. colophon.writers.writer_of is reused verbatim so that the comparison in Table 1 is against the rule as registered rather than against a rule tuned for this table.","20 objects whose Manufacturer is https://github.com/QIICR/Slicer-SUVFactorCalculator are labelled QIICR Reporting via 3D Slicer, because the registered pattern fedorov/reporting|slicer matches any 3D Slicer extension URL","Real World Value Mapping Storage, Key Object Selection Document Storage, Grayscale Softcopy Presentation State Storage, Parametric Map Storage, Comprehensive SR Storage, Comprehensive 3D SR Storage, RT Structure Set Storage",20,"28,721","not applicable, no validator involved","classes not complete in the census are excluded entirely: Enhanced SR Storage 54,223 of 262,883 series recorded. Segmentation Storage is outside the census scope. 0 unparseable lines of records.jsonl were skipped and 0 objects with a census status other than OK were skipped.",,,python -m colophon.tables,results/manuscript/table1_writers.csv and results/manuscript/table1_writers.md,W-01,,tests/test_tables.py::test_equipment_rule_is_reused_verbatim,,,,v24,2026-08-03T00:14:23Z,2026-08-02,,
F3-01,F3,Claims map,Every claim in the ledger is mapped to its row and to the artefact that carries it.,MEASURED,,"296 claim ids mapped across 34 sections, 254 files under results/ inventoried, 210 scanned as possible carriers","not applicable, this section audits the ledger",296,296,"not applicable, no validator is involved and no conformance rate is quoted","nothing sampled: every row in results/ledger.csv is mapped and every file under results/ is inventoried. results/ledger.csv and the map's own two outputs are excluded from the carrier scan because they name every id by construction, and results/pending_ledger/ is excluded from the carrier scan and the uncited count because a proposed row is not evidence","none, no object is read or scored",not applicable,python -m colophon.claims_map,results/claims_map.csv and results/claims_map.md,,,tests/test_claims_map.py::test_every_ledger_row_is_mapped,,,,v24,2026-08-03T15:24:25Z,,,"Snapshot taken 2026-08-03T13:52:01Z. Parallel tracks write into results/ during the run, so a regeneration at another time differs by construction."
F3-02,F3,Claims map,"Orphan claims, meaning ledger rows with no artefact behind them or which no results write-up names by id.",MEASURED,The two failures are counted apart because they are not equally bad. A row with no artefact has nothing behind it. A row whose artefact exists but which no write-up names by id is findable only by a reader who already knows where to look.,13 of 296 rows have no artefact on disk; 195 of 296 are named by no results markdown; 197 of 296 fail at least one of the two,"not applicable, this section audits the ledger",197,296,"not applicable, no validator is involved and no conformance rate is quoted","nothing sampled: every row in results/ledger.csv is mapped and every file under results/ is inventoried. results/ledger.csv and the map's own two outputs are excluded from the carrier scan because they name every id by construction, and results/pending_ledger/ is excluded from the carrier scan and the uncited count because a proposed row is not evidence","none, no object is read or scored",not applicable,python -m colophon.claims_map,results/claims_map.csv and results/claims_map.md,F3-01,,tests/test_claims_map.py::test_orphans_are_reported_not_hidden,,,,v24,2026-08-03T15:24:25Z,,,"Snapshot taken 2026-08-03T13:52:01Z. Parallel tracks write into results/ during the run, so a regeneration at another time differs by construction."
F3-03,F3,Claims map,"Uncited artefacts, meaning files under results/ that no ledger row points at.",MEASURED,An artefact no claim rests on is either dead weight or an unrecorded claim. This row counts them and does not decide which each one is.,85 of 210 scanned files are named by no source_file in the ledger,"not applicable, this section audits the ledger",85,210,"not applicable, no validator is involved and no conformance rate is quoted","nothing sampled: every row in results/ledger.csv is mapped and every file under results/ is inventoried. results/ledger.csv and the map's own two outputs are excluded from the carrier scan because they name every id by construction, and results/pending_ledger/ is excluded from the carrier scan and the uncited count because a proposed row is not evidence","none, no object is read or scored",not applicable,python -m colophon.claims_map,results/claims_map.csv and results/claims_map.md,F3-01,,tests/test_claims_map.py::test_uncited_artefacts_are_reported,,,,v24,2026-08-03T15:24:25Z,,,"Snapshot taken 2026-08-03T13:52:01Z. Parallel tracks write into results/ during the run, so a regeneration at another time differs by construction."
F3-04,F3,Claims map,Every derived_from reference in the ledger resolves to a row that exists.,MEASURED,,0 broken references across 171 rows carrying derived_from,"not applicable, this section audits the ledger",0,171,"not applicable, no validator is involved and no conformance rate is quoted","nothing sampled: every row in results/ledger.csv is mapped and every file under results/ is inventoried. results/ledger.csv and the map's own two outputs are excluded from the carrier scan because they name every id by construction, and results/pending_ledger/ is excluded from the carrier scan and the uncited count because a proposed row is not evidence","none, no object is read or scored",not applicable,python -m colophon.claims_map,results/claims_map.csv and results/claims_map.md,F3-01,,tests/test_claims_map.py::test_no_broken_derivations,,,,v24,2026-08-03T15:24:25Z,,,"Snapshot taken 2026-08-03T13:52:01Z. Parallel tracks write into results/ during the run, so a regeneration at another time differs by construction."
F3-05,F3,Claims map,"Every retired claim keeps its reason, and the chain from a withdrawn wording to its replacement is followed.",MEASURED,"2 retired row(s) name no successor: PA-05, PRE-01. That is a withdrawal rather than a replacement, and is reported, not corrected.","8 RETIRED rows, 8 carry a reason, 6 name a successor, 6 of those successors exist and are live","not applicable, this section audits the ledger",8,296,"not applicable, no validator is involved and no conformance rate is quoted","nothing sampled: every row in results/ledger.csv is mapped and every file under results/ is inventoried. results/ledger.csv and the map's own two outputs are excluded from the carrier scan because they name every id by construction, and results/pending_ledger/ is excluded from the carrier scan and the uncited count because a proposed row is not evidence","none, no object is read or scored",not applicable,python -m colophon.claims_map,results/claims_map.csv and results/claims_map.md,F3-01,,tests/test_claims_map.py::test_retired_rows_keep_a_reason,,,,v24,2026-08-03T15:24:25Z,,,"Snapshot taken 2026-08-03T13:52:01Z. Parallel tracks write into results/ during the run, so a regeneration at another time differs by construction."
F3-06,F3,Claims map,Pre-registration rows and whether an outcome has been recorded against any of them yet.,MEASURED,"This track reports the pre-registrations and does not edit them. An outcome counts as recorded when the row leaves PENDING, or carries a verification date, or states an n.","7 PRE-* rows, 2 with an outcome recorded, 0 with an outcome proposed by a track and not yet merged","not applicable, this section audits the ledger",2,7,"not applicable, no validator is involved and no conformance rate is quoted","nothing sampled: every row in results/ledger.csv is mapped and every file under results/ is inventoried. results/ledger.csv and the map's own two outputs are excluded from the carrier scan because they name every id by construction, and results/pending_ledger/ is excluded from the carrier scan and the uncited count because a proposed row is not evidence","none, no object is read or scored",not applicable,python -m colophon.claims_map,results/claims_map.csv and results/claims_map.md,F3-01,,tests/test_claims_map.py::test_pre_rows_are_reported_unchanged,,,,v24,2026-08-03T15:24:25Z,,,"Snapshot taken 2026-08-03T13:52:01Z. Parallel tracks write into results/ during the run, so a regeneration at another time differs by construction."
F3-07,F3,Claims map,"Floor coverage: which MEASURED rows quote a rate, and whether each names its floor.",MEASURED,"The rate test is colophon.ledger.rates_without_floor, reused rather than reimplemented, so there is one definition of a rate in this repository.","108 rows quote a rate by the ledger's own rule, 0 of them name no floor","not applicable, this section audits the ledger",0,108,"not applicable, no validator is involved and no conformance rate is quoted","nothing sampled: every row in results/ledger.csv is mapped and every file under results/ is inventoried. results/ledger.csv and the map's own two outputs are excluded from the carrier scan because they name every id by construction, and results/pending_ledger/ is excluded from the carrier scan and the uncited count because a proposed row is not evidence","none, no object is read or scored",not applicable,python -m colophon.claims_map,results/claims_map.csv and results/claims_map.md,F3-01,,tests/test_claims_map.py::test_floor_rule_is_the_ledgers_own,,,,v24,2026-08-03T15:24:25Z,,,"Snapshot taken 2026-08-03T13:52:01Z. Parallel tracks write into results/ during the run, so a regeneration at another time differs by construction."
F3-08,F3,Claims map,"Test coverage of the ledger: which rows name a pinning test, whether it exists and whether it passes.",MEASURED,"Run in one pytest invocation at generation time, exit status 0. A pinned_by_test that names a test nobody runs is a claim that regresses quietly.","160 of 296 rows name a test, 142 distinct tests, 0 name a test that does not exist, 0 did not pass when run","not applicable, this section audits the ledger",160,296,"not applicable, no validator is involved and no conformance rate is quoted","nothing sampled: every row in results/ledger.csv is mapped and every file under results/ is inventoried. results/ledger.csv and the map's own two outputs are excluded from the carrier scan because they name every id by construction, and results/pending_ledger/ is excluded from the carrier scan and the uncited count because a proposed row is not evidence","none, no object is read or scored",not applicable,python -m colophon.claims_map,results/claims_map.csv and results/claims_map.md,F3-01,,tests/test_claims_map.py::test_named_tests_exist,,,,v24,2026-08-03T15:24:25Z,,,"Snapshot taken 2026-08-03T13:52:01Z. Parallel tracks write into results/ during the run, so a regeneration at another time differs by construction."
G1-01,G1,Prior art recheck and targeted finding sweeps,"A recheck on 2026-08-02 located nothing published on or after 1 August 2026 that occupies the ground: no population-scale conformance or provenance census of AI-derived or derived DICOM objects in a public archive, no quantified inter-validator disagreement study, and no population measurement of producer-attribution attributes.",LITERATURE,"This is a claim about our search, not about the literature. The recheck window is one day, from the 2026-08-01 sweep to the 2026-08-02 recheck, so the negative result is weak by construction and is reported as such. Its value is that it is dated, cheap and repeatable. Searched with LLM assistance, declared in results/ai_use.md.","arXiv all:DICOM most recent submission 2026-07-28; arXiv all:""Imaging Data Commons"" most recent 2025-01-15; arXiv conformance AND medical AND imaging most recent 2026-07-09; PubMed edat from 2026/08/01: DICOM AND (conformance OR validation) 2 records neither relevant, ""Imaging Data Commons"" 0 records, DICOM AND provenance 0 records",all,0,6 general web queries plus 3 arXiv API queries plus 3 PubMed E-utilities queries,"not applicable, no validator involved","One-day recheck window, so a publication appearing on 1 or 2 August 2026 and not yet indexed cannot be detected. Databases NOT searched: Google Scholar, Scopus, Web of Science, Embase, IEEE Xplore, Semantic Scholar, and the SPIE Medical Imaging, SIIM, EuroPACS, CARS and RSNA abstract archives. Non-English sources not searched. General web search was US-region with unknown recall.","none, literature search",,curl -sL 'https://export.arxiv.org/api/query?search_query=all:DICOM&sortBy=submittedDate&sortOrder=descending&max_results=40' ; curl -sL 'https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=DICOM+AND+(conformance+OR+validation)&datetype=edat&mindate=2026/08/01&maxdate=2026/12/31&retmode=json',results/prior_art_recheck.md,PA-01,,,,,,v24,2026-08-02T07:34:37Z,2026-08-02,,"Two items predating the sweep were seen and are not occupying: arXiv:2508.01889v1, Medical Image De-Identification Resources, submitted 2025-08-03, which runs dciodvfy inside a de-identification benchmark on synthetic data; and arXiv:2607.25589v1, Forensic Reproducibility Audit of a Radiology Vision-Language Model Benchmark, submitted 2026-07-28. Both titles and dates verified through the arXiv API id_list endpoint."
